Org.ID,Organization.Name,Umbrella,Subgroup,Type,Category,Alternate.Names,Umbrella.Name
ORG02286,USSR Academy of Medical Sciences,USSRAMS,,International Professional Association,Organization,NA,USSR Academy of Medical Sciences
ORG02287,Vilnius University Faculty of Medicine,UV,FMED,Postsecondary School,Organization,NA,Vilnius University Faculty of Medicine
ORG02288,Warsaw University,UW,,Postsecondary School,Organization,NA,Warsaw University
ORG02289,Warsaw University Branch Office in Białystok,UW,BOB,Postsecondary School,Organization,NA,Warsaw University
ORG02290,Warsaw University Branch Office in Białystok History Institute,UW,BOBHI,Postsecondary School,Organization,NA,Warsaw University
ORG02291,Warsaw University Branch Office in Białystok Higher School of Pedagogy,UW,BOBWSP,Postsecondary School,Organization,NA,Warsaw University
ORG02292,Warsaw University Conference of Deans Illegal Meetings,UW,CODIM,Salon,Organization,NA,Warsaw University
ORG02293,Warsaw University Department of Biophysics,UW,DBIOP,Postsecondary School,Organization,NA,Warsaw University
ORG02294,Warsaw University Department of English Philology,UW,DENGPH,Postsecondary School,Organization,NA,Warsaw University
ORG02295,Warsaw University Department of Finance and Financial Law,UW,DFFLAW,Postsecondary School,Organization,NA,Warsaw University
ORG02296,Warsaw University Department of Math Computer Science and Mechanics,UW,DMCSM,Postsecondary School,Organization,NA,Warsaw University
ORG02297,Warsaw University Department of Orientalism,UW,DOO,Postsecondary School,Organization,NA,Warsaw University
ORG02298,Warsaw University Department of Organizational Psychology and Labor in the Institute of Psychology,UW,DOPL,Postsecondary School,Organization,NA,Warsaw University
ORG02299,Warsaw University Faculty of Art History,UW,FARTH,Postsecondary School,Organization,NA,Warsaw University
ORG02300,Warsaw University Faculty of Biology,UW,FBIO,Postsecondary School,Organization,NA,Warsaw University
ORG02301,Warsaw University Faculty of Chemistry,UW,FCHEM,Postsecondary School,Organization,NA,Warsaw University
ORG02302,Warsaw University Faculty of Economics,UW,FECON,Postsecondary School,Organization,Wydział Nauk Ekonomicznych Uniwersytetu Warszawskiego,Warsaw University
ORG02303,Warsaw University Faculty of Geology,UW,FGEOL,Postsecondary School,Organization,NA,Warsaw University
ORG02304,Warsaw University Faculty of Geography and Regional Studies,UW,FGEORS,Postsecondary School,Organization,NA,Warsaw University
ORG02305,Warsaw University Faculty of History,UW,FHIST,Postsecondary School,Organization,Wydział Historyczny Uniwersytetu Warszawskiego,Warsaw University
ORG02306,Warsaw University Faculty of Humanities,UW,FHUM,Postsecondary School,Organization,NA,Warsaw University
ORG02307,Warsaw University Faculty of Journalism and Political Studies,UW,FJOURPS,Postsecondary School,Organization,Wydział Dziennikarstwa i Nauk Politycznych Uniwersytetu Warszawskiego,Warsaw University
ORG02308,Warsaw University Faculty of Law and Administration,UW,FLAA,Postsecondary School,Organization,Wydział Prawa i Administracja Uniwersytetu Warszawskiego ; Warsaw Universitz Faculty of Law and Administration,Warsaw University
ORG02309,Warsaw University Faculty of Law and Administration Department of Agricultural Law,UW,FLAADAG,Postsecondary School,Organization,NA,Warsaw University
ORG02310,Warsaw University Faculty of Law and Administration Department of Legal Theory,UW,FLAADLT,Postsecondary School,Organization,NA,Warsaw University
ORG02311,Warsaw University Faculty of Law and Administration Institute of Administrative Law Department of Administrative and Banking Law,UW,FLAAIALD,Postsecondary School,Organization,NA,Warsaw University
ORG02312,Warsaw University Faculty of Law and Administration Department of Criminology,UW,FLADC,Postsecondary School,Organization,NA,Warsaw University
ORG02313,Warsaw University Faculty of Management,UW,FMAN,Postsecondary School,Organization,NA,Warsaw University
ORG02314,Warsaw University Faculty of Medicine,UW,FMED,Postsecondary School,Organization,Wydział Lekarski Uniwersytetu Warszawskiego,Warsaw University
ORG02315,Warsaw University Faculty of Math and Physics,UW,FMPH,Postsecondary School,Organization,NA,Warsaw University
ORG02316,Warsaw University Faculty of Social Sciences,UW,FOSS,Postsecondary School,Organization,NA,Warsaw University
ORG02317,Warsaw University Faculty of Pedagogy,UW,FPED,Postsecondary School,Organization,NA,Warsaw University
ORG02318,Warsaw University Faculty of Pedagogy Department of Social Pedagogy,UW,FPEDDPS,Postsecondary School,Organization,NA,Warsaw University
ORG02319,Warsaw University Faculty of Philosophy and Sociology,UW,FPHSOC,Postsecondary School,Organization,Wydział Filozofii i Socjologii Uniwersytetu Warszawskiego,Warsaw University
ORG02320,Warsaw University Faculty of Physics,UW,FPHYS,Postsecondary School,Organization,NA,Warsaw University
ORG02321,Warsaw University Faculty of Political Economy,UW,FPOLEC,Postsecondary School,Organization,NA,Warsaw University
ORG02322,Warsaw University Faculty of Polish Philology,UW,FPPH,Postsecondary School,Organization,Wydział Polonistyki Uniwersytetu Warszawskiego,Warsaw University
ORG02323,Warsaw University Faculty of Psychology,UW,FPsy,Postsecondary School,Organization,NA,Warsaw University
ORG02324,Warsaw University Facuty of Russian and Slavic Studies,UW,FRiS,Postsecondary School,Organization,Wydział Rusycystyki i Slawistyki,Warsaw University
ORG02325,Warsaw University Institute of Civil Law,UW,ICL,Research Institute,Organization,Instytut Prawa Cywilnego Uniwersytetu Warszawskiego,Warsaw University
ORG02326,Warsaw University Journalism Institute,UW,IDzie,Postsecondary School,Organization,NA,Warsaw University
ORG02327,Warsaw University Institute of Economics,UW,IECON,Postsecondary School,Organization,NA,Warsaw University
ORG02328,Warsaw University Institute of Experimental Physics,UW,IEXPHY,Postsecondary School,Organization,NA,Warsaw University
ORG02329,Warsaw University Institute of Microbiology,UW,IMICROB,Postsecondary School,Organization,NA,Warsaw University
ORG02330,Warsaw University Institute of Political Science,UW,INP,Postsecondary School,Organization,Instytutu Nauk Politycznych UW,Warsaw University
ORG02331,Warsaw University Institute of the Sciences of State and Law,UW,INPiP,Research Institute,Organization,NA,Warsaw University
ORG02332,Warsaw University Institute of History,UW,IOH,Postsecondary School,Organization,Instytut Historyczny Uniwersytetu Warszawskiego,Warsaw University
ORG02333,Warsaw University Institute of Pedagogy,UW,IPed,Postsecondary School,Organization,NA,Warsaw University
ORG02334,Warsaw University Institute of Philosophy,UW,IPHIL,Postsecondary School,Organization,NA,Warsaw University
ORG02335,Warsaw University Institute of Social Policy,UW,IPS,Research Institute,Organization,NA,Warsaw University
ORG02336,Warsaw University Institute of Psychology,UW,IPsy,Research Institute,Organization,NA,Warsaw University
ORG02337,Warsaw University Institute of Sociology,UW,ISOC,Postsecondary School,Organization,NA,Warsaw University
ORG02338,Warsaw University Institute for Social Prevention and Rehabilitation,UW,ISPR,Postsecondary School,Organization,Warsaw University Institute for Social Prevention and Rehabilitation (1972-1977 and 1980-1989),Warsaw University
ORG02339,Warsaw University Institute of Theoretical Physics,UW,ITPHYS,Postsecondary School,Organization,Uniwersytet Warszawski Instytut Fizyka Teoretyczna,Warsaw University
ORG02340,Warsaw University Library,UW,LIB,Postsecondary School,Organization,NA,Warsaw University
ORG02341,Warsaw University Postgraduate Religious Studies Program,UW,PRSP,Postsecondary School,Organization,NA,Warsaw University
ORG02342,Warsaw University Rector,UW,RECT,Postsecondary School,Organization,Uniwersytet Warszawski Rektor,Warsaw University
ORG02343,Warsaw University Senat,UW,SENAT,Postsecondary School,Organization,NA,Warsaw University
ORG02344,Warsaw University Student Government,UW,STGOV,Postsecondary School,Organization,NA,Warsaw University
ORG02345,Warsaw University Independent Seminars,UW,UIS,Salon,Organization,NA,Warsaw University
ORG02346,Voivodeship Government Krakow,UWKR,,Government Agency Regional or Local,Organization,NA,Voivodeship Government Krakow
ORG02347,Voivodeship Government Płock,UWPlo,,Government Agency Regional or Local,Organization,Płock Voivodeship,Voivodeship Government Płock
ORG02348,Wroclaw Voivodeship administration,UWroc,,Government Agency Regional or Local,Organization,NA,Wroclaw Voivodeship administration
ORG02349,Warsaw University Senat Illegal Solidarność Group,UWSISG,,Opposition Group Leadership Body Regional or Local,Organization,NA,Warsaw University Senat Illegal Solidarność Group
ORG02350,Warsaw University Solidarność,UWSOLI,,Opposition Group,Organization,NA,Warsaw University Solidarność
ORG02351,Voivodship Government Zamosc,UWZa,,Government Agency Regional or Local,Organization,NA,Voivodship Government Zamosc
ORG02352,Voivodship Court Katowice,VCJKa,,Legal Office,Organization,NA,Voivodship Court Katowice
ORG02353,Voivodeship Court Konin,VCJKon,,Legal Office,Organization,NA,Voivodeship Court Konin
ORG02354,Voivodeship Court Krakow,VCJKr,,Legal Office,Organization,Sąd Woj Krakow,Voivodeship Court Krakow
ORG02355,Voivodeship Court Krosno,VCJKros,,Legal Office,Organization,NA,Voivodeship Court Krosno
ORG02356,Voivodeship Court Lublin,VCJLu,,Legal Office,Organization,NA,Voivodeship Court Lublin
ORG02357,Voivodeship Court Olsztyn,VCJOL,,Legal Office,Organization,NA,Voivodeship Court Olsztyn
ORG02358,Voivodeship Court Opole,VCJOp,,Legal Office,Organization,NA,Voivodeship Court Opole
ORG02359,Voivodeship Court Plock,VCJPl,,Legal Office,Organization,NA,Voivodeship Court Plock
ORG02360,Voivodeship Court Poznan,VCJPoz,,Legal Office,Organization,NA,Voivodeship Court Poznan
ORG02361,Voivodeship Court Siedlce,VCJSi,,Legal Office,Organization,NA,Voivodeship Court Siedlce
ORG02362,Voivodeship Court Szczecin,VCJSZ,,Legal Office,Organization,NA,Voivodeship Court Szczecin
ORG02363,Voivodship Court Warsaw,VCJWa,,Legal Office,Organization,Warsaw Voivodship Court,Voivodship Court Warsaw
ORG02364,Veterinary Clinic in Wielichowo,VCW,,Veterinary Clinic,Organization,NA,Veterinary Clinic in Wielichowo
ORG02365,Video-Grunt,VG,,Independent Society,Organization,NA,Video-Grunt
ORG02366,Voivodeship Hospital Białystok,VHBK,,Medical Facility,Organization,NA,Voivodeship Hospital Białystok
ORG02367,Voivodeship Hospital Katowice,VHKa,,Medical Facility,Organization,NA,Voivodeship Hospital Katowice
ORG02368,Voivodeship Hospital Tychy,VHTy,,Medical Facility,Organization,NA,Voivodeship Hospital Tychy
ORG02369,Voivodship National Council Gdańsk,VNCGDA,,Government Leadership Body Regional or Local,Organization,Voivodeship National Council Gdansk,Voivodship National Council Gdańsk
ORG02370,Voivodeship National Council Katowice,VNCKAT,,Government Leadership Body Regional or Local,Organization,NA,Voivodeship National Council Katowice
ORG02371,Voivodeship National Council Konin,VNCKON,,Government Leadership Body Regional or Local,Organization,NA,Voivodeship National Council Konin
ORG02372,Voivodeship National Council Krakow,VNCKRK,,Government Leadership Body Regional or Local,Organization,NA,Voivodeship National Council Krakow
ORG02373,Voivodeship National Council Krosno,VNCKRO,,Government Leadership Body Regional or Local,Organization,NA,Voivodeship National Council Krosno
ORG02374,Voivodship National Council Lubliń,VNCLub,,Government Leadership Body Regional or Local,Organization,Provincial National Council Lublin,Voivodship National Council Lubliń
ORG02375,Voivodeship National Council Poznan,VNCPOZ,,Government Leadership Body Regional or Local,Organization,NA,Voivodeship National Council Poznan
ORG02376,Voivodship National Council Przemyśł,VNCPRZ,,Government Leadership Body Regional or Local,Organization,NA,Voivodship National Council Przemyśł
ORG02377,Voivodship National Council Rzeszow,VNCRZE,,Government Leadership Body Regional or Local,Organization,NA,Voivodship National Council Rzeszow
ORG02378,Voivodship National Council Tarnobrzeg,VNCTAR,,Government Leadership Body Regional or Local,Organization,NA,Voivodship National Council Tarnobrzeg
ORG02379,Voivodship National Council Warsaw,VNCWAR,,Government Leadership Body Regional or Local,Organization,NA,Voivodship National Council Warsaw
ORG02380,Voivodeship National Council Wrocław,VNCWRO,,Government Leadership Body Regional or Local,Organization,NA,Voivodeship National Council Wrocław
ORG02381,Voivodeship National Council Zamosc,VNCZAM,,Government Leadership Body Regional or Local,Organization,NA,Voivodeship National Council Zamosc
ORG02382,Voivodeship Office Białystok Department of Health and Social Welfare,VOBK,W,Government Agency Regional or Local,Organization,Wydziału Zdrowia i Opieki Społecznej w Urzędzie Wojewódzkim w Białymstoku,Voivodeship Office Białystok Department of Health and Social Welfare
ORG02383,"""Votun""",VOTU,,Periodical,Organization,NA,"""Votun"""
ORG02384,Voivodeship Prosecutors Office Gdansk,VPO,Gdan,Legal Office,Organization,NA,Voivodeship Prosecutors Office Gdansk
ORG02385,Voivodeship Rehabilitation Clinic Białystok,VRCBK,,Medical Facility,Organization,Wojewódzka Przychodnia Rehabilitacyjna w Białymstoku,Voivodeship Rehabilitation Clinic Białystok
ORG02386,Voivodship Social Inspection Committee Lublin,VSIC,Lub,Government Leadership Body Regional or Local,Organization,NA,Voivodship Social Inspection Committee Lublin
ORG02387,Vocational School for Plant Protection Dabrowa Zdunska,VSPPDZ,,Postsecondary School,Organization,"Technikum Ochrony Roślin, Dądrowa Zduńska",Vocational School for Plant Protection Dabrowa Zdunska
ORG02388,Voivodship Technical Center Poznan,VTCPoz,,Factory,Organization,NA,Voivodship Technical Center Poznan
ORG02389,"""Walka Młodych""",WalMl,,Periodical,Organization,NA,"""Walka Młodych"""
ORG02390,Warsaw Academy of Political Science,WAPS,,Postsecondary School,Organization,Academy of Political Science,Warsaw Academy of Political Science
ORG02391,Warsaw Academy of Political Science Faculty of Consular and Diplomacy,WAPS,FCAD,Postsecondary School,Organization,NA,Warsaw Academy of Political Science
ORG02392,"Office of Communal Construction Projects ""Stolica"" Warsaw",Wars,,Government Agency Regional or Local,Organization,NA,"Office of Communal Construction Projects ""Stolica"" Warsaw"
ORG02393,Warsaw Archdiocese Seminary,WAS,,Charitable or Humanitarian Organization,Organization,NA,Warsaw Archdiocese Seminary
ORG02394,Wrocław Archdiocese Social Study Center,WASSC,,Charitable or Humanitarian Organization,Organization,NA,Wrocław Archdiocese Social Study Center
ORG02395,World Bank Polish Governor,WB,PG,Government Leadership Body National,Organization,NA,World Bank Polish Governor
ORG02396,World Bank,WB,Staff,International Organization,Organization,NA,World Bank Polish Governor
ORG02397,Warsaw Bureau of Projects,WBOP,,Government Agency Regional or Local,Organization,NA,Warsaw Bureau of Projects
ORG02398,Warsaw Bureau of Scientific-Design for City-wide Building Projects,WBSCCBP,,Government Agency Regional or Local,Organization,NA,Warsaw Bureau of Scientific-Design for City-wide Building Projects
